Código modular,Nombre de IE,Nivel / Modalidad,Gestión / Dependencia,Dirección de IE,Departamento / Provincia / Distrito,Alumnos (Censo educativo 2019),Docentes (Censo educativo 2019),Secciones (Censo educativo 2019)
514448,JORGE BASADRE,Secundaria,Pública - Sector Educación,PROGRESO,Piura / Ayabaca / Pacaipampa,583,40,37
1096171,SAN JUAN,Secundaria,Pública - Sector Educación,SAN JUAN S/N,Piura / Ayabaca / Pacaipampa,49,8,5
356295,SAN JUAN,Secundaria,Pública - Sector Educación,CALLE COMERCIO 136,Piura / Morropón / Santo Domingo,164,18,9
1561935,20437,Secundaria,Pública - Sector Educación,BOLOGNESI S/N,Piura / Ayabaca / Pacaipampa,90,7,5
1561901,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - Sector Educación,LA LAGUNA S/N,Piura / Huancabamba / Lalaquiz,51,8,5
572115,ANDRES BELLO,Secundaria,Pública - Sector Educación,JIRON LOS RANCHOS 128,Piura / Huancabamba / Canchaque,129,13,6
1016591,ALFONSO VASQUEZ ARRIETA,Secundaria,Pública - Sector Educación,SAPSE,Piura / Huancabamba / Canchaque,43,8,5
1561943,SAN FRANCISCO DE ASIS,Secundaria,Pública - Sector Educación,BELLAVISTA DE CACHIACO,Piura / Ayabaca / Pacaipampa,86,8,5
1561968,14369,Secundaria,Pública - Sector Educación,CARRETERA TULMAN S/N,Piura / Ayabaca / Pacaipampa,66,7,5
1561919,CRFA CHALACO,Secundaria,Pública - En convenio,CALLE CERRO DE LA CRUZ S/N,Piura / Morropón / Chalaco,79,12,5
719542,JOSE LA ROSA,Secundaria,Pública - Sector Educación,CHIGNIA BAJA,Piura / Huancabamba / Huarmaca,35,8,5
834986,SAN AGUSTIN,Secundaria,Privada - Particular,JIRON JUNIN 571,Piura / Paita / Paita,99,10,5
355941,SAN FRANCISCO,Secundaria,Pública - Sector Educación,AVENIDA SAN FRANCISCO S/N,Piura / Paita / Paita,815,37,26
1139880,BETEL,Secundaria,Privada - Particular,AVENIDA MELITON CARBAJAL S/N MZ H LOTE 13-14,Piura / Paita / Paita,251,15,11
356220,MARISCAL CASTILLA,Secundaria,Pública - Sector Educación,MARAVILLA,Piura / Paita / Colan,771,40,20
1138585,14762 LUCIANO CASTILLO COLONNA,Secundaria,Pública - Sector Educación,MIRAFLORES,Piura / Paita / La Huaca,124,10,5
356212,MANUEL PIO DE ZUÑIGA Y RAMIREZ,Secundaria,Pública - Sector Educación,CALLE LA CRUZ S/N,Piura / Paita / La Huaca,409,26,13
740191,SAN LUCAS,Secundaria,Pública - Sector Educación,CALLE LA LIBERTAD S/N,Piura / Paita / Colan,152,11,7
674556,SAN JOSE,Secundaria,Pública - Sector Educación,LA CHIRA,Piura / Paita / La Huaca,460,26,14
570952,SALVADOR LAVALLE,Secundaria,Pública - Sector Educación,CALLE SAN MARTIN S/N,Piura / Paita / Vichayal,190,13,6
1208297,NESTOR SAMUEL MARTOS GARRIDO,Secundaria,Privada - Particular,JIRON BOLIVAR 819,Piura / Paita / Colan,123,7,5
523845,RICARDO PALMA,Secundaria,Pública - Sector Educación,AVENIDA BUENOS AIRES 115,Piura / Paita / Vichayal,239,13,8
355958,NUESTRA SEÑORA DE LAS MERCEDES,Secundaria,Pública - Sector Educación,CALLE MZ Q LOTE 01 ETAPA II SECTOR B,Piura / Paita / Paita,1159,47,31
1137066,14743 SAGRADO CORAZON DE JESUS,Secundaria,Pública - Sector Educación,VICTOR RAUL SECTOR H MZ B-1 LOTE 1,Piura / Paita / Paita,993,39,28
1137025,JUAN PABLO II,Secundaria,Pública - Sector Educación,CALLE TUPAC AMARU S/N,Piura / Paita / Paita,1584,54,42
1139609,CAPITAN DE NAVIO JUAN NOEL LASTRA,Secundaria,Pública - Otro Sector Público,VILLA NAVAL S/N,Piura / Paita / Paita,84,12,5
356154,SIMON RODRIGUEZ,Secundaria,Pública - Sector Educación,CALLE SAN MARTIN S/N,Piura / Paita / Amotape,189,13,6
674564,NUESTRO SEÑOR DE LA DIVINA MISERICORDIA,Secundaria,Pública - Sector Educación,CALLE LOS ALMENDROS S/N,Piura / Paita / Arenal,78,9,5
570986,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - Sector Educación,CALLE MARISCAL CASTILLA S/N,Piura / Paita / Tamarindo,394,23,12
1179688,14741 SEÑOR DE LOS MILAGROS,Secundaria,Pública - Sector Educación,LOS CARCAMOS,Piura / Paita / Paita,215,13,8
1206507,14100,Secundaria,Pública - Sector Educación,AVENIDA ALBERTO FUJIMORI S/N,Piura / Paita / Paita,292,15,9
1208305,NUESTRA SEÑORA DE FATIMA,Secundaria,Privada - Particular,CARRETERA PAITA - PIURA KM 1,Piura / Paita / Paita,253,16,10
1569292,14739 ELISEO ALCIDES BERNAL LA SERNA,Secundaria,Pública - Sector Educación,JIRON SAN RAFAEL S/N,Piura / Paita / Paita,423,18,14
1206663,SANTA CLARA,Secundaria,Privada - Particular,AVENIDA VICTOR RAUL HAYA DE LA TORRE MZ G,Piura / Paita / Paita,109,13,5
1569391,DIVINO NIÑO JESUS,Secundaria,Privada - Particular,CIUDAD ROJA DEL PESCADOR MZ V2 LOTE 23,Piura / Paita / Paita,227,14,9
750497,15085 JAVIER PEREZ DE CUELLAR,Secundaria,Pública - Sector Educación,AVENIDA LOS LAURELES S/N,Piura / Sullana / Sullana,377,20,13
799007,15069 ALMIRANTE MIGUEL GRAU,Secundaria,Pública - Sector Educación,CIENEGUILLO SUR ALTO,Piura / Sullana / Sullana,120,13,5
1139153,15079,Secundaria,Pública - Sector Educación,VILLA MARIA,Piura / Sullana / Sullana,254,21,9
355917,CARLOS AUGUSTO SALAVERRY,Secundaria,Pública - Sector Educación,PLAZA EDUCADORES,Piura / Sullana / Sullana,1119,79,40
1136506,14810 SAGRADA VIRGEN DEL CARMEN,Secundaria,Pública - Sector Educación,LA PEÑITA,Piura / Sullana / Lancones,63,8,5
622142,JORGE BASADRE (COMPLEJO),Secundaria,Pública - Sector Educación,ALAMOR,Piura / Sullana / Lancones,89,8,5
1138429,14809 ROSITA DE SANTAMARIA,Secundaria,Pública - Sector Educación,QUEBRADA SECA,Piura / Sullana / Lancones,26,7,5
688523,CARLOS AUGUSTO SALAVERRY,Secundaria,Pública - Sector Educación,HUASIMAL SOLANA BAJA,Piura / Sullana / Lancones,99,8,5
570929,PEDRO RUIZ GALLO,Secundaria,Pública - Sector Educación,CALLE UNIVERSIDAD S/N,Piura / Sullana / Ignacio Escudero,226,17,8
622415,MONTE LIMA,Secundaria,Pública - Sector Educación,MONTE LIMA S/N,Piura / Sullana / Ignacio Escudero,218,20,8
571513,COMPLEJO EDUCATIVO SANTA SOFIA,Secundaria,Pública - Sector Educación,AVENIDA GRAU S/N,Piura / Sullana / Ignacio Escudero,316,26,12
355982,8 DE DICIEMBRE,Secundaria,Pública - Sector Educación,CALLE HUAMACHUCO 699,Piura / Sullana / Bellavista,103,11,5
688408,SAN PEDRO CHANEL,Secundaria,Privada - Parroquial,CALLE SANTA TERESA S/N,Piura / Sullana / Sullana,674,32,19
1179977,DIVINO MAESTRO,Secundaria,Privada - Particular,CALLE TRANSVERSAL TUPAC AMARU 450,Piura / Sullana / Sullana,0,0,0
571349,14781 HIDEBRANDO CASTRO POZO,Secundaria,Pública - Sector Educación,CHALACALA BAJA,Piura / Sullana / Sullana,273,26,11
523738,FRAY MARTIN DE PORRAS,Secundaria,Pública - Sector Educación,SOMATE BAJO,Piura / Sullana / Sullana,0,0,0
535104,FE Y ALEGRIA 18,Secundaria,Pública - En convenio,CALLE AUGUSTO B. LEGUIA 900,Piura / Sullana / Sullana,665,41,20
625962,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,CARRETERA SOMATE ALTO KM 26,Piura / Sullana / Sullana,163,11,8
355974,15285-C MARIA AUXILIADORA,Secundaria,Pública - Sector Educación,AVENIDA PROLONGACION JOSE DE LAMA S/N,Piura / Sullana / Sullana,796,44,21
688598,SAN VICENTE DE PIEDRA RODADA,Secundaria,Pública - Sector Educación,SAN VICENTE DE PIEDRA RODADA,Piura / Sullana / Sullana,268,16,10
576785,14993 SAGRADA FAMILIA,Secundaria,Pública - En convenio,CARRETERA CIENEGUILLO CENTRO S/N,Piura / Sullana / Sullana,177,16,9
689000,15025 JOSE CARDO,Secundaria,Pública - Sector Educación,JOSE DE LAMA S/N,Piura / Sullana / Sullana,798,37,22
356360,SANTA ROSA,Secundaria,Privada - Parroquial,AVENIDA CHAMPAGNAT 590,Piura / Sullana / Sullana,517,32,13
356378,SANTA URSULA,Secundaria,Privada - Parroquial,AVENIDA SANTA JOAQUINA 160,Piura / Sullana / Sullana,341,17,10
356725,JOSE MATIAS MANZANILLA,Secundaria,Pública - Sector Educación,CALLE LA QUEBRADA S/N,Piura / Sullana / Sullana,1057,52,32
356782,INIF 48,Secundaria,Pública - Sector Educación,AVENIDA JOSE DE LAMA 2302,Piura / Sullana / Sullana,1027,55,25
535708,JORGE BASADRE GROHOMAN,Secundaria,Pública - Sector Educación,CALLE CEMENTERIO S/N,Piura / Sullana / Sullana,380,21,13
750513,14791,Secundaria,Pública - Sector Educación,CARRETERA TAMBO GRANDE KM 7,Piura / Sullana / Sullana,231,21,9
708420,MARIO VARGAS LLOSA,Secundaria,Pública - Sector Educación,CHILACO PELADOS,Piura / Sullana / Lancones,205,11,8
688507,DANIEL ALCIDES CARRION,Secundaria,Pública - Sector Educación,SAN MARTIN,Piura / Sullana / Querecotillo,194,13,9
625673,MARIA LUISA SEMINARIO CAMPOS,Secundaria,Pública - Sector Educación,LA MARGARITA,Piura / Sullana / Querecotillo,161,19,7
625707,MIGUEL GRAU Y SEMINARIO,Secundaria,Pública - Sector Educación,PORVENIR,Piura / Sullana / Querecotillo,215,13,9
1138346,JOSE MARIA RAYGADA GALLO,Secundaria,Pública - Sector Educación,AVENIDA JOSE M. RAYGADA GALLO 350,Piura / Sullana / Querecotillo,843,51,25
750562,14872,Secundaria,Pública - Sector Educación,SANTA VICTORIA,Piura / Sullana / Querecotillo,135,8,5
708446,JIBITO SAN ANTONIO DE PADUA,Secundaria,Pública - Sector Educación,PROLONGACION BOLIVAR MZ B LOTE 18,Piura / Sullana / Miguel Checa,267,21,9
535203,LIZARDO OTERO ALCAS,Secundaria,Pública - Sector Educación,CARRETERA PAITA S/N,Piura / Sullana / Miguel Checa,390,28,13
1138189,MICAELA ZAPATA NUÑEZ,Secundaria,Pública - Sector Educación,CALLE MARIANO MELGAR 08,Piura / Sullana / Marcavelica,152,17,8
1138262,FRANCISCO BOLOGNESI,Secundaria,Pública - Sector Educación,LA NORIA,Piura / Sullana / Marcavelica,39,9,5
1138304,20507,Secundaria,Pública - Sector Educación,CARRETERA PANAMERICANA NORTE S/N,Piura / Sullana / Marcavelica,156,10,6
1138148,14854 JOSE SANTOS CHOCANO,Secundaria,Pública - Sector Educación,VISTA FLORIDA,Piura / Sullana / Marcavelica,73,7,5
688440,SAN MIGUEL DE TANGARARA,Secundaria,Pública - Sector Educación,TANGARARA,Piura / Sullana / Marcavelica,109,8,5
571281,DIONICIO ORTIZ MORA,Secundaria,Pública - Sector Educación,ENCUENTRO DE PILARES,Piura / Sullana / Lancones,58,8,5
708412,14824,Secundaria,Pública - Sector Educación,JABONILLOS,Piura / Sullana / Lancones,16,4,5
356121,JUAN JOSE FARFAN,Secundaria,Pública - Sector Educación,CALLE SAN JUAN S/N,Piura / Sullana / Lancones,155,16,5
798900,TENIENTE MIGUEL CORTES,Secundaria,Privada - Particular,AVENIDA CHAMPAGNAT 499,Piura / Sullana / Sullana,531,25,16
708396,14811,Secundaria,Pública - Sector Educación,VENADOS,Piura / Sullana / Lancones,26,8,5
356113,14785,Secundaria,Pública - Sector Educación,CALLE MARIA AUXILIADORA 1151,Piura / Sullana / Sullana,359,19,12
1136902,GODOFREDO GARCIA BACA,Secundaria,Pública - Sector Educación,CENTRO DE SERVICIOS SOMATE,Piura / Sullana / Sullana,174,13,8
708388,15450 ANTONIO Y MARCOS CAVANIS,Secundaria,Pública - Sector Educación,CIENEGUILLO SUR SANTA ROSA,Piura / Sullana / Sullana,226,17,11
536904,MALLARITOS,Secundaria,Pública - Sector Educación,AVENIDA RAMON CASTILLA 100,Piura / Sullana / Marcavelica,420,28,14
750448,14787 VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - Sector Educación,CALLE EDUARDO VASQUEZ 401,Piura / Sullana / Sullana,637,29,20
1138221,MAYOR PNP (F) ROBERTO VICENTE MORALES ROJAS,Secundaria,Pública - Otro Sector Público,CALLE EL ALTO CDRA 6 S/N,Piura / Sullana / Sullana,326,20,10
576793,14817,Secundaria,Pública - Sector Educación,PLAYAS DE ROMERO,Piura / Sullana / Lancones,66,9,5
1140037,14870,Secundaria,Pública - Sector Educación,PUENTE SERRANOS,Piura / Sullana / Querecotillo,78,8,5
625814,JOSE EUSEBIO MERINO Y VINCES,Secundaria,Pública - Sector Educación,CALLE SAN MIGUEL S/N,Piura / Sullana / Sullana,847,49,26
708404,SAN BENITO DE PALERMO,Secundaria,Pública - Sector Educación,MIRAFLORES,Piura / Sullana / Salitral,116,9,5
1208255,CAP. EP. MARTIN ALEJANDRO DIOSES TORRE,Secundaria,Privada - Particular,CALLE FELIX JARAMILLO 242,Piura / Sullana / Sullana,0,0,0
688531,14812,Secundaria,Pública - Sector Educación,BOCANA DE PICHONES,Piura / Sullana / Lancones,54,8,5
1136621,15250,Secundaria,Pública - Sector Educación,LEONES,Piura / Sullana / Lancones,30,6,5
1180165,15078 SAN PEDRO SAN PABLO,Secundaria,Pública - Sector Educación,SOMATE ALTO,Piura / Sullana / Sullana,61,8,5
688515,PILARES,Secundaria,Pública - Sector Educación,PILARES,Piura / Sullana / Lancones,50,7,5
688614,EL CUCHO,Secundaria,Pública - Sector Educación,CARRETERA LA TINA - EL CUCHO S/N,Piura / Sullana / Sullana,172,11,7
1180132,SAN AGUSTIN,Secundaria,Privada - Particular,CALLE GRAU 1214,Piura / Sullana / Sullana,0,0,0
1136860,14399 - EL SAUCE,Secundaria,Pública - Sector Educación,EL SAUCE RAPELA,Piura / Ayabaca / Sapillica,183,16,8
1136829,PEDRO VALDIVIEZO CARAMANTIN,Secundaria,Pública - Sector Educación,EL LUCUMO,Piura / Ayabaca / Lagunas,148,12,6
493619,SAPILLICA,Secundaria,Pública - Sector Educación,SAPILLICA,Piura / Ayabaca / Sapillica,304,21,10
1179084,14400,Secundaria,Pública - Sector Educación,TASAJERAS,Piura / Ayabaca / Sapillica,0,0,0
688549,14838,Secundaria,Pública - Sector Educación,ENCUENTRO DE ROMEROS,Piura / Sullana / Lancones,34,8,5
808840,15027 AMAUTA,Secundaria,Pública - Sector Educación,CALLE NICOLAS DE PIEROLA 701,Piura / Sullana / Sullana,0,0,0
622175,CAPITAN FAP JOSE ABELARDO QUIÑONES,Secundaria,Pública - Sector Educación,JAGUAY NEGRO,Piura / Sullana / Lancones,62,8,5
535609,15028 AUGUSTO GUTIERREZ MENDOZA,Secundaria,Pública - Sector Educación,CALLE MOQUEGUA 701,Piura / Sullana / Bellavista,268,15,10
688622,14793 LUCIANO CASTILLO,Secundaria,Pública - Sector Educación,CALLE MADRE DE DIOS 600,Piura / Sullana / Bellavista,681,42,24
356170,19 DE JUNIO,Secundaria,Pública - Sector Educación,CALLE BOLOGNESI 999,Piura / Sullana / Salitral,430,30,13
511832,IGNACIO ESCUDERO,Secundaria,Pública - Sector Educación,AVENIDA PANAMERICANA S/N,Piura / Sullana / Ignacio Escudero,744,35,24
1180090,NIÑO JESUS DE PRAGA,Secundaria,Privada - Particular,CALLE GRAU 858,Piura / Sullana / Sullana,0,0,0
1208339,DIVINO REDENTOR,Secundaria,Privada - Particular,AVENIDA PROLONGACION JOSE DE LAMA MZ A LOTE 33,Piura / Sullana / Sullana,89,9,5
1179936,ADVENTISTA SULLANA,Secundaria,Privada - Particular,AVENIDA JOSE DE LAMA 435-437,Piura / Sullana / Sullana,128,11,5
799023,15026 FLORA CORDOVA DE TALLEDO,Secundaria,Pública - Sector Educación,CALLE HUAMACHUCO 599,Piura / Sullana / Bellavista,238,16,9
571257,SAN FRANCISCO DE CHOCAN,Secundaria,Pública - Sector Educación,SAN FRANCISCO,Piura / Sullana / Querecotillo,266,24,10
356105,JOSE ILDEFONSO COLOMA,Secundaria,Pública - Sector Educación,DOS DE MAYO 196,Piura / Sullana / Marcavelica,357,21,12
1137538,RICARDO PALMA,Secundaria,Pública - Sector Educación,PARQUE SAMAN,Piura / Sullana / Marcavelica,152,10,8
689018,10411,Secundaria,Pública - Sector Educación,AVENIDA BUENOS AIRES 120,Piura / Sullana / Sullana,239,16,11
1180215,SAN JOSE OBRERO,Secundaria,Privada - Parroquial,CALLE 13 DE DICIEMBRE 300,Piura / Sullana / Sullana,477,24,12
750505,15029 SANTA TERESA DE JESUS,Secundaria,Pública - Sector Educación,AVENIDA CIRCUNVALACION CUADRA 5,Piura / Sullana / Sullana,504,20,15
356386,SAN JUAN,Secundaria,Privada - Particular,JOSE DE LAMA 195,Piura / Sullana / Sullana,175,11,7
1180058,RICARDO PALMA,Secundaria,Privada - Particular,CALLE SAN MARTIN 542,Piura / Sullana / Sullana,36,5,5
355966,LAS CAPULLANAS,Secundaria,Pública - Sector Educación,AVENIDA JOSE DE LAMA S/N,Piura / Sullana / Sullana,821,41,20
1206986,20501 EL NAZARENO,Secundaria,Pública - Sector Educación,CALLE SAN MIGUEL S/N MZ N LOTE 1,Piura / Sullana / Sullana,115,8,5
523746,ROSA CARDO DE GUARDERAS,Secundaria,Pública - Sector Educación,PANAMERICANA NORTE KM 1030,Piura / Sullana / Marcavelica,412,30,14
1565308,VIRGEN DEL CARMEN,Secundaria,Privada - Particular,CALLE SAN JUAN 600,Piura / Sullana / Sullana,252,19,10
1564996,14790 MARIA IGNACIA GARCIA DE GONZALES,Secundaria,Pública - Sector Educación,AVENIDA EMILIO ESPINOZA 700-1,Piura / Sullana / Sullana,165,8,7
1564756,14404,Secundaria,Pública - Sector Educación,SESTEADERO,Piura / Ayabaca / Sapillica,83,9,5
1565381,14921,Secundaria,Pública - Sector Educación,EL ALGARROBO,Piura / Piura / Tambo Grande,128,8,5
1564905,IEDUBER,Secundaria,Privada - Particular,AVENIDA CHAMPAGNAT MZ A LOTE 7,Piura / Sullana / Sullana,0,0,0
1565217,20527 AMERICA,Secundaria,Pública - Sector Educación,EL PORVENIR,Piura / Sullana / Sullana,295,14,9
1565340,DIEGO THOMSON,Secundaria,Privada - Particular,ASOC DE VIVIENDA RAMIRO PRIALE MZ G LOTE 4-5,Piura / Sullana / Sullana,159,14,7
490383,JOSE PARDO Y BARREDA,Secundaria,Pública - Sector Educación,AVENIDA GRAU 197,Piura / Talara / La Brea,397,32,15
356246,FELIX CIPRIANOCORONEL ZEGARRA,Secundaria,Pública - Sector Educación,CASTRO POZO,Piura / Talara / El Alto,562,33,16
1180512,JUAN PABLO II,Secundaria,Privada - Particular,AVENIDA GRAU 162,Piura / Talara / La Brea,89,9,5
355925,IGNACIO MERINO,Secundaria,Pública - Sector Educación,AVENIDA IGNACIO MERINO S/N,Piura / Talara / Pariñas,777,59,29
1208172,BLAS PASCAL,Secundaria,Privada - Particular,MZ F3 LOTE 22 ETAPA II,Piura / Talara / Pariñas,16,5,5
1207976,LAS JOYAS DE JESUCRISTO,Secundaria,Privada - Particular,CALLE OCHO S/N,Piura / Talara / Pariñas,143,8,7
356162,AUGUSTO SALAZAR BONDY,Secundaria,Pública - Sector Educación,CARRETERA PANAMERICANA NORTE S/N,Piura / Talara / Los Organos,569,34,17
1179597,SANTA MARIA REYNA,Secundaria,Privada - Particular,CALLE AYACUCHO 417 425,Piura / Talara / La Brea,,,
1180678,MARIANO MELGAR,Secundaria,Privada - Particular,SAN ISIDRO 1003,Piura / Talara / Los Organos,7,1,5
644633,GRAN MARISCAL RAMON CASTILLA,Secundaria,Privada - Particular,MALECON LOS PROCERES 310,Piura / Talara / Los Organos,78,10,5
1180637,JUAN PABLO II,Secundaria,Privada - Particular,CALLE SAN ISIDRO 8-904,Piura / Talara / Los Organos,29,10,5
1137785,LOBITOS,Secundaria,Pública - Sector Educación,NUEVO LOBITOS,Piura / Talara / Lobitos,108,9,5
356253,LA BREA,Secundaria,Pública - Sector Educación,AVENIDA JOSE GALVEZ 116,Piura / Talara / La Brea,262,21,10
1179878,MANUEL SCORZA,Secundaria,Privada - Particular,BLANCO,Piura / Talara / El Alto,29,4,4
1180595,NUESTRA SEÑORA DE FATIMA,Secundaria,Privada - Particular,BLANCO,Piura / Talara / El Alto,108,8,5
1180660,ANDRES AVELINO CACERES,Secundaria,Privada - Particular,D2 MZ 16,Piura / Talara / Pariñas,93,9,5
356410,FEDERICO VILLARREAL,Secundaria,Privada - Particular,AVENIDA GRAU 202,Piura / Talara / Pariñas,587,30,16
535302,PUNTA ARENAS,Secundaria,Privada - Particular,AVENIDA 9 DE OCTUBRE S/N,Piura / Talara / Pariñas,126,14,6
1180942,SAN IGNACIO DE LOYOLA,Secundaria,Privada - Particular,PARQUE 14 S/N,Piura / Talara / Pariñas,90,8,8
1180785,ANTONIO RAYMONDI,Secundaria,Privada - Particular,AVENIDA BOLOGNESI S/N,Piura / Talara / Pariñas,13,5,5
1180272,NUESTRA SEÑORA DE GUADALUPE,Secundaria,Privada - Particular,AVENIDA E 9,Piura / Talara / Pariñas,30,6,5
1178912,JOSE MARIA ESCRIBA DE BALAGUER,Secundaria,Privada - Particular,PARQUE 2 A-6 S/N,Piura / Talara / Pariñas,10,4,5
1180827,SAN GABRIEL,Secundaria,Privada - Particular,PARQUE 46 17,Piura / Talara / Pariñas,79,13,5
356824,ALEJANDRO TABOADA,Secundaria,Pública - Sector Educación,AVENIDA CEMENTERIO S/N,Piura / Talara / Pariñas,1257,63,33
689083,15513,Secundaria,Pública - Sector Educación,AVENIDA Y S/N,Piura / Talara / Pariñas,954,43,31
355933,LA INMACULADA,Secundaria,Pública - En convenio,AVENIDA IGNACIO MERINO S/N,Piura / Talara / Pariñas,1298,82,42
1137421,15508 DOMINGO SAVIO,Secundaria,Pública - Sector Educación,PARQUE 25 S/N,Piura / Talara / Pariñas,317,24,11
1137462,15512 ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,AVENIDA Y S/N,Piura / Talara / Pariñas,435,24,15
807958,CRNL.FAP VICTOR MALDONADO BEGAZO,Secundaria,Pública - Sector Educación,LUIS NEGREIROS VEGA,Piura / Talara / Pariñas,272,22,10
1180199,CAP. FAP JOSE EMILIO VELARDE VARGAS,Secundaria,Pública - Otro Sector Público,AVENIDA JOSE QUIÑONES S/N MZ C,Piura / Talara / Pariñas,166,19,10
1178953,MI SEÑOR DE LOS MILAGROS,Secundaria,Privada - Particular,JOSE ABELARDO QUIÑONEZ B-27,Piura / Talara / Pariñas,89,7,5
1207653,15510 JOSE GALVEZ EGUSQUIZA,Secundaria,Pública - Sector Educación,AVENIDA SAN MARTIN S/N,Piura / Talara / Pariñas,163,10,6
1206382,14902,Secundaria,Pública - Sector Educación,AVENIDA SAN MARTIN S/N,Piura / Talara / Pariñas,236,18,8
1180710,FAUSTINO PIAGGIO,Secundaria,Privada - Particular,MALE LOS PROCERES 192-194,Piura / Talara / Los Organos,147,12,5
1263383,JEAN PIAGET,Secundaria,Privada - Particular,CALLE SAN ANTONIO 1-910,Piura / Talara / Los Organos,84,8,5
1570241,MARTIR DANIEL ALCIDES CARRION,Secundaria,Privada - Particular,AVENIDA A 51,Piura / Talara / Pariñas,44,5,5
1570027,FE Y ESPERANZA,Secundaria,Privada - Particular,AVENIDA ALEJANDRO TABOADA 383,Piura / Talara / La Brea,89,4,5
1570209,ALISOF,Secundaria,Privada - Particular,CALLE PLANTA BAJA 408-410,Piura / Talara / Pariñas,,,
1180231,SANTA ROSA DE LIMA,Secundaria,Privada - Parroquial,AVENIDA AVIACION S/N,Piura / Talara / Pariñas,315,21,10
1570357,TRILCE,Secundaria,Privada - Particular,AVENIDA H 115,Piura / Talara / Pariñas,95,13,5
1570381,SANTISIMO SACRAMENTO,Secundaria,Privada - Particular,AVENIDA F 110,Piura / Talara / Pariñas,21,7,4
1570480,PROYECTO DELTA,Secundaria,Privada - Particular,AVENIDA A 139,Piura / Talara / Pariñas,11,5,4
1309483,REGINA COELI,Secundaria,Privada - Particular,CALLE LIMA 712,Piura / Piura / Piura,19,1,5
1303239,15163,Secundaria,Pública - Sector Educación,LANDIRCA S/N,Piura / Huancabamba / Huarmaca,18,7,5
1303247,20153,Secundaria,Pública - Sector Educación,JIRON SANTA ANA S/N,Piura / Piura / Tambo Grande,160,9,6
1307990,CRISTO VIENE,Secundaria,Privada - Particular,CALLE EL PORVENIR 401,Piura / Sullana / Sullana,58,7,5
1308055,ALEJANDRO SANCHEZ ARTEAGA,Secundaria,Pública - Sector Educación,HIGUERON PAMPA,Piura / Huancabamba / Huarmaca,93,8,5
1308063,15251,Secundaria,Pública - Sector Educación,PALO BLANCO,Piura / Huancabamba / Huarmaca,62,8,5
1308071,14548 VIRGEN DE LA ASUNCION,Secundaria,Pública - Sector Educación,TRIGAL,Piura / Huancabamba / Huarmaca,63,8,5
1308089,20486,Secundaria,Pública - Sector Educación,LACCHAN ALTO,Piura / Huancabamba / Sondorillo,130,7,5
1308097,14466 CESAR TRELLES LARA,Secundaria,Pública - Sector Educación,ROSARIOS BAJOS,Piura / Huancabamba / El Carmen de La Frontera,128,11,5
1317221,SANTA MARIA,Secundaria,Pública - Sector Educación,CARRETERA CUELLO DE PORCUYA S/N,Piura / Huancabamba / Huarmaca,35,7,5
1325091,14349,Secundaria,Pública - Sector Educación,PARIHUANAS,Piura / Ayabaca / Frias,113,8,5
1325109,15306,Secundaria,Pública - Sector Educación,PECHUQUIZ,Piura / Ayabaca / Frias,145,8,6
1325117,DOCTOR LUIS ALBERTO SANCHEZ SANCHEZ,Secundaria,Pública - Sector Educación,CHAMBA,Piura / Ayabaca / Frias,75,8,5
1325620,20508 SAN FRANCISCO DE ASIS,Secundaria,Pública - Sector Educación,LA QUINTA S/N,Piura / Sullana / Marcavelica,151,9,5
1326446,14078,Secundaria,Pública - Sector Educación,SECHURA,Piura / Sechura / Sechura,407,17,12
1557339,14127 DORA JACINTA ZAPATA DE ZEGARRA,Secundaria,Pública - Sector Educación,RIO VIEJO NORTE,Piura / Piura / La Arena,276,20,10
1327337,14518,Secundaria,Pública - Sector Educación,YANGUA S/N,Piura / Huancabamba / Sondor,110,11,5
1329812,SUSANA WESLEY,Secundaria,Privada - Parroquial,AVENIDA INTEGRACION S/N,Piura / Piura / Piura,96,10,5
1332402,DIVINO REDENTOR,Secundaria,Privada - Particular,LOS ROSALES MZ D LOTE 18,Piura / Piura / Piura,91,4,5
1332428,LAS PRADERAS DEL NORTE,Secundaria,Privada - Particular,PROLONGACION PACHITEA 18,Piura / Piura / Piura,122,8,5
1336056,14341,Secundaria,Pública - Sector Educación,GUANABANO / HUANABANO S/N,Piura / Ayabaca / Frias,64,8,5
1336064,14353,Secundaria,Pública - Sector Educación,LAS CUEVAS,Piura / Ayabaca / Frias,96,8,5
1336429,NUESTRA SEÑORA DE LA MERCED,Secundaria,Privada - Particular,MZ U LOTE 14 ETAPA I,Piura / Piura / Piura,30,10,5
1336387,EXITUS,Secundaria,Privada - Particular,CALLE TACNA 165,Piura / Piura / Piura,415,20,11
1336411,MARIA DEL PILAR,Secundaria,Privada - Particular,AVENIDA PROGRESO 814,Piura / Piura / Castilla,37,7,5
1336445,14815,Secundaria,Pública - Sector Educación,JERGUITAS S/N,Piura / Sullana / Lancones,27,8,5
